name,price,category,brand
Disjuntor Tripolar 70A Nema Fd - Ref. 51551910 - FAME,62.9,"CAIXAS, QUADROS E DISJUNTORES > DISJUNTORES",FAME
Tomada Sobrepor Dupla 2P+T 10A Slim Branca - Ref.84120 - ILUMI ,16.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Tomada Sobrepor 2P+T 10A Slim Branca - Ref.84140 - ILUMI ,12.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Disjuntor Tripolar 15A Nema FD - Ref. 51551730 -  FAME,32.9,"CAIXAS, QUADROS E DISJUNTORES > DISJUNTORES",FAME
Tomada Sobrepor 2P+T 20A Slim Branca - Ref.84141 - ILUMI ,11.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Tomada Barra Tripla 2P+T 10A Cinza - Ref.16330 - ILUMI,15.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Condulete PVC 3/4 6 Entradas - Ref.36005300 - TIGRE,11.9,TUBOS E CONEXÕES ELÉTRICAS > TUBOS,TIGRE
Disjuntor Tripolar 10A Nema FD - Ref. 51551720 - FAME,56.9,"CAIXAS, QUADROS E DISJUNTORES > DISJUNTORES",FAME
Tomada Slim Box Sobrepor Antena de TV Branca - Ref. 84633 - ILUMI,6.9,TOMADAS > TOMADAS SIMPLES,ILUMI
Placa PVC Cega 3/4 Condulete Top - Ref.36005556 - TIGRE,8.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",TIGRE
Placa 4x4 1+1 Postos Horizontal Zeffia Branco PIAL / REF. 680174,10.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Interruptor Sobrepor 1 Tecla Simples 10A Slim Branco - Ref.8417 - ILUMI ,8.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,ILUMI
Tomada Módulo 1M 2P+T 10A Zeffia Branca - Ref. 680160 - PIAL,8.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",PIAL
Módulo Cego ZEFFIA 1M Branco - Ref.680165 - PIAL,4.49,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",PIAL
Tomada Módulo Zeffia Rede RJ11 2F Branco - Ref.680156 - PIAL,16.9,TOMADAS > TOMADAS SIMPLES,PIAL
Interruptor Módulo 1m Paralelo 10A Zeffia  Branco - Ref.680151 - PIAL,9.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",PIAL
Tomada Módulo 1M 2P+T 20A Zeffia Branca - Ref. 680161 - PIAL,12.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",PIAL
Tomada para Telefone Slim 1m RJ11 Branco - Ref. 8161 - ILUMI,11.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",ILUMI
Saída Fio 1 Módulo ZEFFIA Horizontal Branco - Ref. 680167 - PIAL,3.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Placa Cega 4x4 Zeffia Branca - Ref.680173 - PIAL,10.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Caixa Arstop Embutir Tomada 2P+T 20A Branca - Ref. 62063 - ILUMI,21.9,"CAIXAS, QUADROS E DISJUNTORES > CAIXAS",ILUMI
Tomada Módulo Slim 1m 2p+T 20A Branco - Ref. 81141 - ILUMI,6.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",ILUMI
Tomada Módulo UTP RJ45 LCS 2 Zeffia Branca - Ref. 680158 - PIAL,42.9,TOMADAS > TOMADAS SIMPLES,PIAL
Tomada Módulo Slim para Antena De TV Cabo Coaxial Branca - Ref.8163 - ILUMI,4.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",ILUMI
Interruptor Módulo 1m Simples 10A Zeffia Branco PIAL / REF. 680150,7.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",PIAL
Tomada Módulo 1m para Antena de Tv Cabo Coaxial Zeffia Branco PIAL / REF. 680157,18.9,TOMADAS > TOMADAS SIMPLES,PIAL
Placa Zeffia 4x4 s 3+3 Posto Horizontal Branco - Ref. 680176 - PIAL,10.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Interruptor Módulo 1m Intermediário 10A Zeffia Branco PIAL / REF. 680152,28.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MODULARES",PIAL
Placa 4x2 2 Postos 680182 Horizontal Zeffia Branco - Ref.680182 - PIAL,4.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Placa 4x4 3+3 Postos Separados Horizontal Zeffia Branco PIAL / REF. 680177,10.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Placa 4x4 2+2 Postos Separados Zeffia Branco PIAL / REF. 680175,11.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Placa 4X2 com Saída de Fio Branco - Ref.8053 -  ILUMI,8.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",ILUMI
Placa 4x2 1 Posto Horizontal Zeffia Branca - Ref.680181 - PIAL,4.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Placa 4x2 1Posto+Fio Zeffia Branco - Ref.680137 - PIAL,4.49,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Interruptor 4x2 2 Teclas Paralela Horizontal 10A Zeffia Branco PIAL / REF.680106,21.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Pulsador ZEFFIA 4x2 Campanhia 2A Branco - Ref.680109 - PIAL,10.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor 4x2 1 Tecla Simples + 1 Tecla Paralela 10A Zeffia Branco PIAL / REF. 680103,21.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Placa 4x2 3 Postos Horizontal Zeffia Branco - Ref.680183 - PIAL,4.49,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Tomada Zeffia 4X2 2F 4P Telefônico Telebrás Branca - Ref.680125 - PIAL,23.9,TOMADAS > TOMADAS CONJUNTO,PIAL
Tomada 4X2 2P+T 10A Horizontal Zeffia Branca - Ref.680110 - PIAL,7.9,TOMADAS > TOMADAS CONJUNTO,PIAL
Interruptor 4x2 3T 1S+2P 10A Zeffia Branco - Ref.680108 - PIAL,26.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Placa Cega 4X2 Zeffia Branca - Ref.680180 - PIAL,3.99,"TOMADAS, INTERRUPTORES E CAMPAINHAS > MOLDURAS E PLACAS",PIAL
Interruptor 4x2 1 Tecla Intermediário 10A Zeffia Branco PIAL / REF. 680119,27.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor 4x2 3T S 10A Zeffia Branco - Ref.680102 - PIAL,23.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor 4x2 2T S Horizontal 10A Zeffia Branco - Ref.680101 - PIAL,11.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Tomada 4X2 2P+T 20A Horizontal Zeffia Branca - Ref.680120 - PIAL,12.9,TOMADAS > TOMADAS CONJUNTO,PIAL
Interruptor 4x2 1T Paralelo+Tomada 2P+T 10A Zeffia Branco - Ref.680114 - PIAL,19.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor 4x2 2 Teclas Paralelo + Tomada 10A Zeffia Branco - Ref. 680115 - PIAL,36.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor Zeffia 4x2 2 Tomadas 1 Simples mais 1 Paralela 2p+T 10A Branco - Ref. 680116 - PIAL,29.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Tomada 4X2 2Tomadas 2P+T 10A Zeffia Branca - Ref.680111 - PIAL,15.9,TOMADAS > TOMADAS CONJUNTO,PIAL
Interruptor 4x2 3 Teclas Paralelo 10A Zeffia Branco - Ref. 680107 - PIAL,36.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor Zeffia 4x2 3 Teclas 2 Simples mais 1 Paralela 10A Branco - Ref. 680104 - PIAL,27.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Tomada 4x2 Telefônico 2F RJ11 Zeffia - Ref.680126 - PIAL,33.9,TOMADAS > TOMADAS SIMPLES,PIAL
Tomada  4X2 Antena/TV Zeffia Branca - Ref.680127 - PIAL,24.9,TOMADAS > TOMADAS CONJUNTO,PIAL
Interruptor 4x2 1T Simples+Tomada 2P+T 10A Zeffia Branco - Ref.680112 - PIAL,15.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Campainha Cigarra 4x2 220V Zeffia Branca PIAL / REF. 680133,31.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > CAMPANHIAS",PIAL
Interruptor 4x2 2T Simples+tomada 2P+T 10A Zeffia Branco - Ref.680113 - PIAL,21.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor 4x2 1T Simples Horizontal 10A Zeffia Branco - Ref.680100 - PIAL,7.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Interruptor 4x2 1 Tecla Simples Horizontal 10A Slim Branco - Ref.80173 - ILUMI,9.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,ILUMI
Tomada 4x2 2P+T 10A Vertical Slim Branca - Ref.80140 - ILUMI ,9.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Tomada 4x2 2P+T 10A Horizontal Slim Branca - Ref.80150 - ILUMI ,9.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Extensão 3m 2P+T 3 Tomadas Cabo PP Chato Branco - Ref.17991 - ILUMI ,26.9,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",ILUMI
Extensão 3m 2P+T 3 Tomadas Cabo PP Chato Preto - Ref.17992 - ILUMI ,26.9,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",ILUMI
Interruptor 4x2 1 Tecla Simples + Tomada 2P+T 10A Slim Branco - Ref.80200 - ILUMI,15.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,ILUMI
Interruptor Slim 4x2 2 Teclas Paralelo 10A Branco - Ref.8024 - ILUMI,19.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,ILUMI
Fixador Cabo Nylon 6mm Cartela com 20 Peças Preto Viva - Ref. 4111 - BEMFIXA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
Extensão 10m 2P+T 3 Tomadas Cabo PP Chato Branco - Ref.172001 - ILUMI,59.9,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",ILUMI
Extensão 5m 2P+T 3 Tomadas Cabo PP Chato Branco - Ref. 171001 - ILUMI ,36.9,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",ILUMI
Fixador Cabo Nylon 8mm Cartela com 10 Peças Branco Viva - Ref. 4120 - BEMFIXA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
Campainha Cigarra 4x2 Bivolt Embutir Slim Branca - Ref.8090 - ILUMI ,36.9,"TOMADAS, INTERRUPTORES E CAMPAINHAS > CAMPANHIAS",ILUMI
Interruptor 4x2 1 Tecla Paralelo 10A Slim Branco - Ref.8022 - ILUMI,11.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,ILUMI
Interruptor 4x2 2 Teclas Simples 10A Slim Branco - Ref.8018 - ILUMI,16.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,ILUMI
Interruptor 4x2 1 Tecla Simples 10A Slim Branco - Ref.8017 - ILUMI,9.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,ILUMI
Fixador Cabo Nylon 10mm Cartela com 10 Peças Branco Viva - Ref. 4125 - BEMFIXA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
Interruptor 4x2 1T Paralelo Horizontal 10A Zeffia Branco - Ref.680105 - PIAL,11.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Fixador Cabo Nylon 12mm Cartela com 10 Peças Branco Viva - Ref. 4130 - BEMFIXA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
Caixa PVC Passagem Embutir Parede CPT20 - Ref.33044410 - TIGRE,72.9,"CAIXAS, QUADROS E DISJUNTORES > CAIXAS",TIGRE
Tomada 4x2 2 Tomadas 2P+T 10A Slim Branca - Ref.80120 - ILUMI ,17.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Tomada 4x2 Antena de TV Slim Branca - Ref.80633 - ILUMI ,11.9,TOMADAS > TOMADAS CONJUNTO,ILUMI
Interruptor 4x2 1T Simples Bipolar 10A Zeffia Branco - Ref.680118 - PIAL,36.9,INTERRUPTORES > INTERRUPTORES CONJUNTO,PIAL
Filtro de Linha ABS 4 Tomadas 2P+T 250v Preto - Ref.34003 - ILUMI,53.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,ILUMI
"Plug Macho 250v 2P+T CIL 4,8mm 20A Branco - Ref.DN1616 - DANEVA",9.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Plug Fêmea 250v 2P CIL 20A Cinza - Ref.DN1609 - DANEVA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Adaptador Reverso 2P+T 15A 250V 1633 - Ref.DN1633 - DANEVA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Plug Macho 250v 2P+T CIL 10A Branco - Ref.DN1594 - DANEVA,9.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Plug Fêmea 250v 2P+T CIL 20A Branco - Ref.DN1612 - DANEVA,10.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Plug Fêmea 250v 2P CIL 20A Branco - Ref.DN1610 - DANEVA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Extensão 5m Bipolar com 3 Tomadas e Cabo Paralelo Sort 1514 - Ref. DN1514 - DANEVA,25.9,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",DANEVA
Plug Macho 250v 2P+T CIL 10A Cinza - Ref.DN1595 - DANEVA,9.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Plug T 250V 2P+T 3 Saídas 10A Branco - Ref.DN1676 - DANEVA,9.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Extensão 10m Bipolar 3 Tomadas Cabo PL Sort 1532 - Ref.DN1532 - DANEVA,42.9,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",DANEVA
Plug Macho 250v 2P CIL 10A Branco - Ref.DN1593 - DANEVA,6.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Adaptador 2P+T 10A 250V 1630 - Ref.DN1630 - DANEVA,5.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Plug Macho 250v 2P CIL 10A Cinza - Ref.DN1589 - DANEVA,6.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
Fixador Cabo Nylon 7mm Cartela com 10 Peças Branco Viva - Ref. 04115 - BEMFIXA ,9.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
"Haste Cobre 1/2x1,50m Aterramento - Ref.JL1977l - J.LOBATO",47.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,J.LOBATO
Haste Cobre 12mm 5/8x1m Aterramento - Ref.JL1090l - J.LOBATO,48.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,J.LOBATO
"Fixador para Fio de Nylon 4,00mm Cartela com 20 Peças Branco Viva- Ref. 4041 - BEMFIXA",9.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
Fixador Cabo Nylon 5mm Cartela com 20 Peças Branco Viva - Ref. 4105 - BEMFIXA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
Fixador Cabo Nylon 6mm Cartela com 20 Peças Branco Viva - Ref. 4110 - BEMFIXA,8.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
"Haste Cobre 1/2x1,20m Aterramento - Ref.JL1960l - J.LOBATO",24.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,J.LOBATO
Plug Fêmea 250v 2P+T CIL 20A Cinza - Ref.DN1608 - DANEVA,9.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,DANEVA
"Fixador Fio de Nylon 1,50 a 2,50 Cartela com 20 Peças Branco Viva - Ref. 4031 - BEMFIXA",7.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,BEMFIXA
"Haste Cobre 12mm 5/8x1,20m Aterramento - Ref.JL5487l - J.LOBATO",58.9,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,J.LOBATO
Serrote em Aço 16 Polegadas 8 Dentes com Cabo de Plástico DIMAX / REF. 7151638,35.9,"FERRAMENTAS MANUAIS > SERRAS, SERROTES E ARCOS DE SERRAS",DIMAX BR
Prumo em Aço 500g de Parede DIMAX / REF. 8155538,29.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
Broca de Aço 6x90x150mm Hex-9 Multiconstruction BOSCH / REF. 2608900575-000,39.9,BROCAS > BROCAS PARA USO GERAL,BOSCH
Broca de Aço 10x90x150mm Hex-9 Multiconstruction BOSCH / REF. 2608900582-000,69.9,BROCAS > BROCAS PARA USO GERAL,BOSCH
Broca de Aço 5x50x100mm Hex-9 Multiconstruction BOSCH / REF. 2608900571-000,35.9,BROCAS > BROCAS PARA USO GERAL,BOSCH
Disco Diamantado 110mm Turbo para Porcelanato Esmerilhadeira STAMACO / REF. 11521,26.9,DISCOS E REBOLOS > DISCOS DIAMANTADOS,STAMACO
Estilete em Aço 18mm Emborrachado DIMAX / REF. DMX96710,19.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX
Broca de Aço 7x50x100mm Hex-9 Multiconstruction BOSCH / REF. 2608900579-000,45.9,BROCAS > BROCAS PARA USO GERAL,BOSCH
Prumo em Aço 700g de Parede DIMAX / REF. 8255538,33.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
Lavadora de Alta Pressão 1200W 220V 1500psi 390L/h Master para Uso Doméstico TRAMONTINA / REF. 42545022,599.9,FERRAMENTAS ELÉTRICAS > OUTRAS FERRAMENTAS ELÉTRICAS,TRAMONTINA
Broca de Aço 8x50x100mm Hex-9 Multiconstruction BOSCH / REF. 2608900581-000,49.9,BROCAS > BROCAS PARA USO GERAL,BOSCH
Alicate Desencapador de Fios Pro mais 7 Polegadas Azul e Amarelo DIMAX / REF. DMX97076,23.9,FERRAMENTAS MANUAIS > ALICATES,DIMAX
"Alicate em Aço Carbono de Corte Diagonal Rente 5,5 Polegadas Cabo Azul e Amarelo DIMAX / REF. DMX97069",13.9,FERRAMENTAS MANUAIS > ALICATES,DIMAX
Prumo em Aço 400g de Parede DIMAX / REF. 8055538,26.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
Torques em Aço 8 Polegadas para Carpinteiro DIMAX / REF. 150838,22.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Serrote em Aço 20 Polegadas 8 Dentes com Cabo de Plástico DIMAX / REF. 7152038,39.9,"FERRAMENTAS MANUAIS > SERRAS, SERROTES E ARCOS DE SERRAS",DIMAX BR
Disco de Corte 110x22mm para Madeira em Tungstênio Esmerilhadeira STAMACO / REF. 10777,48.9,DISCOS E REBOLOS > DISCO DE CORTE,STAMACO
Lavadora de Alta Pressão 1200W 220V 300L/h Lav1300 VONDER / REF. 6864130002,469.9,FERRAMENTAS ELÉTRICAS > OUTRAS FERRAMENTAS ELÉTRICAS,VONDER
Serrote em Aço 6 Polegadas 12 Dentes de Ponta para Gesso com Cabo de Plástico DIMAX / REF. 7220638,29.9,"FERRAMENTAS MANUAIS > SERRAS, SERROTES E ARCOS DE SERRAS",DIMAX BR
Torques em Aço 6 Polegadas Azulejista DIMAX / REF. 150638,21.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Lâmina para Estilete em Aço 9mm com 10 Peças DIMAX / REF. DMX02797,6.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX
Serrote em Aço 22 Polegadas 8 Dentes com Cabo de Plástico DIMAX / REF. 7152238,39.9,"FERRAMENTAS MANUAIS > SERRAS, SERROTES E ARCOS DE SERRAS",DIMAX BR
Kit de Escova Rotativa com 5 Peças para Limpeza STAMACO / REF. 10906,122.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,STAMACO
Serrote em Aço 18 Polegadas 8 Dentes com Cabo de Plástico DIMAX / REF. 7151838,35.9,"FERRAMENTAS MANUAIS > SERRAS, SERROTES E ARCOS DE SERRAS",DIMAX BR
Formão em Aço Cromo Vanádio 3/4 Polegadas com Cabo de Madeira DIMAX / REF.32703438,24.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Formão em Aço Cromo Vanádio 5/8 Polegadas com Cabo de Madeira DIMAX / REF. 32705838,18.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Pá em Aço 3 Bico com Cabo de Plástico Y 73cm DIMAX / REF. 50215038,35.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
"Pá em Aço 3 Bico com Cabo de Madeira Longo 1,2m DIMAX / REF. 50225038",35.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
"Nível de Madeira 30,4cm DIMAX / REF. 5551238",22.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
"Enxada em Aço 2,5Lb 20cm Norte com Cabo de Madeira 150cm DIMAX / REF. 4515038",55.9,"FERRAMENTAS AGRÍCOLAS > ENXOS, ENXADAS E ENXADÕES",DIMAX BR
Pá em Aço 3 Quadrada com Cabo de Plástico Y 73cm DIMAX / REF. 50515038,27.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
"Nível de Madeira 35,5cm DIMAX / REF. 5551438",24.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Martelo de Borracha 80mm Preto com Cabo de Madeira Flex DIMAX / REF. 3255538,31.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
Desempenadeira em Aço 48x12cm Lisa com Cabo de Plástico DIMAX / REF. 1925038,39.9,FERRAMENTAS PARA CONSTRUÇÃO > DESEMPENADEIRAS,DIMAX BR
"Enxada em Aço 2,5Lb 30cm Larga com Cabo de Madeira 150cm DIMAX / REF. 4535038",59.9,"FERRAMENTAS AGRÍCOLAS > ENXOS, ENXADAS E ENXADÕES",DIMAX BR
Martelo de Borracha 80mm Branco com Cabo de Madeira Flex DIMAX / REF. 3235538,39.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
Desempenadeira em Aço 48x12cm Dentada com Cabo de Plástico DIMAX / REF. 1935038,39.9,FERRAMENTAS PARA CONSTRUÇÃO > DESEMPENADEIRAS,DIMAX BR
"Enxada em Aço 2,5Lb 24cm Estreita com Cabo de Madeira 150cm DIMAX / REF.4525038",49.9,"FERRAMENTAS AGRÍCOLAS > ENXOS, ENXADAS E ENXADÕES",DIMAX BR
"Desempenadeira em Aço 25,5x12cm Lisa com Cabo de Plástico DIMAX / REF. 1945038",19.9,FERRAMENTAS PARA CONSTRUÇÃO > DESEMPENADEIRAS,DIMAX BR
"Foice em Aço Roçadeira com Cabo de Madeira 1,05m DIMAX /REF. 11905038",65.9,"FERRAMENTAS AGRÍCOLAS > FACAS, FACÕES E FOICES",DIMAX BR
Martelo de Borracha 60mm Branco com Cabo de Madeira Flex DIMAX / REF. 3275538,24.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
"Pá em Aço 3 Quadrada com Cabo de Madeira Longo 1,2m DIMAX / REF. 50525038",39.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Martelo de Borracha 40mm Preto com Cabo de Madeira Flex DIMAX / REF. 3285538,19.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
Formão em Aço Cromo Vanádio 1 Polegada com Cabo de Madeira DIMAX / REF. 32700138,31.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Martelo de Borracha 40mm Branco com Cabo de Madeira Flex DIMAX / REF. 3265538,17.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
"Nível de Madeira 25,4cm DIMAX / REF. 5551038",19.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Formão em Aço Cromo Vanádio 1/2 Polegada com Cabo de Madeira DIMAX / REF. 32701238,23.9,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,DIMAX BR
Martelo de Borracha 60mm Preto com Cabo de Madeira Flex DIMAX / REF. 3245538,19.9,ACESSÓRIOS PARA FERRAMENTAS > ACESSÓRIOS PARA FERRAMENTAS DE USO GERAL,DIMAX BR
